id,firstname,lastname,birth,nba,height,weight,college,affiliation,leagues
415,Chris,Paul,"{'date': '1985-05-06', 'country': 'USA'}","{'start': 2005, 'pro': 16}","{'feets': '6', 'inches': '0', 'meters': '1.83'}","{'pounds': '175', 'kilograms': '79.4'}",Wake Forest,Wake Forest/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'G'}}"
129,Branden,Dawson,"{'date': '1993-02-01', 'country': 'United States'}","{'start': 2015, 'pro': 0}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '225', 'kilograms': '102.1'}",Michigan State,,"{'standard': {'jersey': 22, 'active': False, 'pos': 'F'}}"
423,Paul,Pierce,"{'date': '1977-10-13', 'country': 'USA'}","{'start': 1998, 'pro': 18}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '235', 'kilograms': '106.6'}",Kansas,Kansas/USA,"{'standard': {'jersey': 34, 'active': False, 'pos': 'F'}}"
444,JJ,Redick,"{'date': '1984-06-24', 'country': 'USA'}","{'start': 2006, 'pro': 15}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '200', 'kilograms': '90.7'}",Duke,Duke/USA,"{'standard': {'jersey': 17, 'active': True, 'pos': 'G'}}"
207,Jeff,Green,"{'date': '1986-08-28', 'country': 'USA'}","{'start': 2007, 'pro': 13}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '235', 'kilograms': '106.6'}",Georgetown,Georgetown/USA,"{'standard': {'jersey': 32, 'active': True, 'pos': 'F'}}"
286,DeAndre,Jordan,"{'date': '1988-07-21', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '265', 'kilograms': '120.2'}",Texas A&M,Texas A&M/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'C'}}"
343,Luc,Mbah a Moute,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}}"
208,Blake,Griffin,"{'date': '1989-03-16', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '250', 'kilograms': '113.4'}",Oklahoma,Oklahoma/USA,"{'standard': {'jersey': 91, 'active': True, 'pos': 'F'}}"
29,Jeff,Ayres,"{'date': '1987-04-29', 'country': 'USA'}","{'start': 2009, 'pro': 5}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '250', 'kilograms': '113.4'}",Arizona State,,"{'standard': {'jersey': 19, 'active': False, 'pos': 'F-C'}, 'vegas': {'jersey': 12, 'active': True, 'pos': 'F'}}"
278,Wesley,Johnson,"{'date': '1987-07-11', 'country': 'USA'}","{'start': 2010, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '215', 'kilograms': '97.5'}",Syracuse,Syracuse/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'F-G'}}"
7,Cole,Aldrich,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 45, 'active': False, 'pos': None}}"
497,Lance,Stephenson,"{'date': '1990-09-05', 'country': 'USA'}","{'start': 2010, 'pro': 9}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '210', 'kilograms': '95.3'}",Cincinnati,Cincinnati/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'F'}}"
448,Austin,Rivers,"{'date': '1992-08-01', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '200', 'kilograms': '90.7'}",Duke,Duke/USA,"{'standard': {'jersey': 25, 'active': True, 'pos': 'G'}}"
436,Pablo,Prigioni,"{'date': '1977-05-17', 'country': 'Argentina'}","{'start': 2012, 'pro': 3}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '185', 'kilograms': '83.9'}",Argentina,,"{'standard': {'jersey': 9, 'active': False, 'pos': 'G'}}"
120,Jamal,Crawford,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 1, 'active': True, 'pos': 'G'}}"
549,CJ,Wilcox,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 16, 'active': False, 'pos': None}, 'vegas': {'jersey': 23, 'active': True, 'pos': 'G'}}"
491,Josh,Smith,"{'date': '1985-12-05', 'country': 'USA'}","{'start': 2004, 'pro': 11}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '225', 'kilograms': '102.1'}",Oak Hill Academy (VA),,"{'standard': {'jersey': 5, 'active': False, 'pos': 'F'}}"
415,Chris,Paul,"{'date': '1985-05-06', 'country': 'USA'}","{'start': 2005, 'pro': 16}","{'feets': '6', 'inches': '0', 'meters': '1.83'}","{'pounds': '175', 'kilograms': '79.4'}",Wake Forest,Wake Forest/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'G'}}"
172,Raymond,Felton,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 2, 'active': True, 'pos': 'G'}}"
39,Brandon,Bass,"{'date': '1985-04-30', 'country': 'USA'}","{'start': 2005, 'pro': 11}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '250', 'kilograms': '113.4'}",Louisiana State,Louisiana State/USA,"{'standard': {'jersey': 30, 'active': False, 'pos': 'F'}}"
15,Alan,Anderson,"{'date': '1982-10-16', 'country': 'USA'}","{'start': 2005, 'pro': 7}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '220', 'kilograms': '99.8'}",Michigan State,Michigan State/USA,"{'standard': {'jersey': 9, 'active': False, 'pos': 'F-G'}}"
272,Brice,Johnson,"{'date': '1994-06-27', 'country': 'USA'}","{'start': 2016, 'pro': 0}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '230', 'kilograms': '104.3'}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 10, 'active': False, 'pos': 'F'}, 'vegas': {'jersey': 11, 'active': True, 'pos': 'F'}}"
499,Diamond,Stone,"{'date': '1997-02-10', 'country': 'USA'}","{'start': 2016, 'pro': 0}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '255', 'kilograms': '115.7'}",Maryland,Maryland/USA,"{'standard': {'jersey': None, 'active': False, 'pos': 'C'}, 'vegas': {'jersey': 50, 'active': True, 'pos': 'C'}, 'utah': {'jersey': 50, 'active': True, 'pos': 'C'}}"
423,Paul,Pierce,"{'date': '1977-10-13', 'country': 'USA'}","{'start': 1998, 'pro': 18}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '235', 'kilograms': '106.6'}",Kansas,Kansas/USA,"{'standard': {'jersey': 34, 'active': False, 'pos': 'F'}}"
444,JJ,Redick,"{'date': '1984-06-24', 'country': 'USA'}","{'start': 2006, 'pro': 15}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '200', 'kilograms': '90.7'}",Duke,Duke/USA,"{'standard': {'jersey': 17, 'active': True, 'pos': 'G'}}"
493,Marreese,Speights,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 5, 'active': True, 'pos': 'F'}}"
286,DeAndre,Jordan,"{'date': '1988-07-21', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '265', 'kilograms': '120.2'}",Texas A&M,Texas A&M/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'C'}}"
343,Luc,Mbah a Moute,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}}"
208,Blake,Griffin,"{'date': '1989-03-16', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '250', 'kilograms': '113.4'}",Oklahoma,Oklahoma/USA,"{'standard': {'jersey': 91, 'active': True, 'pos': 'F'}}"
278,Wesley,Johnson,"{'date': '1987-07-11', 'country': 'USA'}","{'start': 2010, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '215', 'kilograms': '97.5'}",Syracuse,Syracuse/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'F-G'}}"
448,Austin,Rivers,"{'date': '1992-08-01', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '200', 'kilograms': '90.7'}",Duke,Duke/USA,"{'standard': {'jersey': 25, 'active': True, 'pos': 'G'}}"
120,Jamal,Crawford,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 1, 'active': True, 'pos': 'G'}}"
381,Xavier,Munford,"{'date': '1992-06-01', 'country': 'USA'}","{'start': 2015, 'pro': 2}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '173', 'kilograms': '78.5'}",Rhode Island,Rhode Island/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': None, 'active': True, 'pos': 'G'}}"
565,Dorell,Wright,"{'date': '1985-12-02', 'country': 'USA'}","{'start': 2004, 'pro': 11}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '205', 'kilograms': '93.0'}",South Kent Prep (CT),,"{'standard': {'jersey': 11, 'active': False, 'pos': 'F-G'}}"
553,Lou,Williams,"{'date': '1986-10-27', 'country': 'USA'}","{'start': 2005, 'pro': 16}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '175', 'kilograms': '79.4'}",South Gwinnett HS (GA),South Gwinnett HS (GA)/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'G'}}"
73,Anthony,Brown,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 22, 'active': False, 'pos': None}, 'sacramento': {'jersey': None, 'active': True, 'pos': None}, 'vegas': {'jersey': 38, 'active': True, 'pos': 'F'}}"
218,Montrezl,Harrell,"{'date': '1994-01-26', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '240', 'kilograms': '108.9'}",Louisville,Louisville/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'F-C'}}"
132,Sam,Dekker,"{'date': '1994-05-06', 'country': 'USA'}","{'start': 2015, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Wisconsin,Wisconsin/USA,"{'standard': {'jersey': 8, 'active': False, 'pos': None}}"
337,Boban,Marjanovic,"{'date': '1988-08-15', 'country': 'Serbia'}","{'start': 2015, 'pro': 6}","{'feets': '7', 'inches': '3', 'meters': '2.21'}","{'pounds': '290', 'kilograms': '131.5'}",Crvena zvezda,Crvena zvezda/Serbia,"{'standard': {'jersey': 51, 'active': True, 'pos': 'C'}}"
272,Brice,Johnson,"{'date': '1994-06-27', 'country': 'USA'}","{'start': 2016, 'pro': 0}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '230', 'kilograms': '104.3'}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 10, 'active': False, 'pos': 'F'}, 'vegas': {'jersey': 11, 'active': True, 'pos': 'F'}}"
557,Kyle,Wiltjer,"{'date': '1992-10-20', 'country': 'USA'}","{'start': 2016, 'pro': 0}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '240', 'kilograms': '108.9'}",Gonzaga,Gonzaga/USA,"{'standard': {'jersey': 30, 'active': False, 'pos': 'F'}}"
893,Tyrone,Wallace,"{'date': '1994-06-10', 'country': 'USA'}","{'start': 2017, 'pro': 3}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '198', 'kilograms': '89.8'}",California,California/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 6, 'active': True, 'pos': 'G'}}"
425,Marshall,Plumlee,"{'date': '1992-07-14', 'country': 'USA'}","{'start': 2016, 'pro': 2}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '250', 'kilograms': '113.4'}",Duke,Duke/USA,"{'standard': {'jersey': 40, 'active': True, 'pos': 'C'}}"
616,Jameel,Warney,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 32, 'active': False, 'pos': None}}"
1645,Shevon,Thompson,"{'date': '1993-06-10', 'country': 'Jamaica'}","{'start': 0, 'pro': 0}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '242', 'kilograms': '109.8'}",George Mason,George Mason/Jamaica,"{'vegas': {'jersey': 27, 'active': True, 'pos': 'C'}}"
772,Jawun,Evans,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 8, 'active': True, 'pos': 'G'}, 'utah': {'jersey': 54, 'active': True, 'pos': 'G'}}"
887,Sindarius,Thornwell,"{'date': '1994-11-15', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '215', 'kilograms': '97.5'}",South Carolina,South Carolina/USA,"{'standard': {'jersey': 15, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 95, 'active': True, 'pos': 'G'}}"
795,Isaiah,Hicks,"{'date': '1994-07-24', 'country': 'USA'}","{'start': 2017, 'pro': 2}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '230', 'kilograms': '104.3'}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 27, 'active': True, 'pos': 'F'}}"
884,Milos,Teodosic,"{'date': '1987-03-19', 'country': 'Serbia'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",, Serbia/Serbia,"{'standard': {'jersey': 4, 'active': False, 'pos': None}}"
1443,Ike,Iroegbu,"{'date': '1995-03-14', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '195', 'kilograms': '88.5'}",Washington State,Washington State/USA,"{'vegas': {'jersey': 34, 'active': True, 'pos': 'G'}}"
181,Danilo,Gallinari,"{'date': '1988-08-08', 'country': 'Italy'}","{'start': 2008, 'pro': 12}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '236', 'kilograms': '107.0'}",Olimpia Milano,Olimpia Milano/Italy,"{'standard': {'jersey': 8, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 8, 'active': True, 'pos': 'F'}}"
286,DeAndre,Jordan,"{'date': '1988-07-21', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '265', 'kilograms': '120.2'}",Texas A&M,Texas A&M/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'C'}}"
208,Blake,Griffin,"{'date': '1989-03-16', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '250', 'kilograms': '113.4'}",Oklahoma,Oklahoma/USA,"{'standard': {'jersey': 91, 'active': True, 'pos': 'F'}}"
53,Patrick,Beverley,"{'date': '1988-07-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '180', 'kilograms': '81.6'}",Arkansas,Arkansas/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'G'}}"
278,Wesley,Johnson,"{'date': '1987-07-11', 'country': 'USA'}","{'start': 2010, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '215', 'kilograms': '97.5'}",Syracuse,Syracuse/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'F-G'}}"
68,Avery,Bradley,"{'date': '1990-11-26', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '180', 'kilograms': '81.6'}",Texas-Austin,Texas-Austin/USA,"{'standard': {'jersey': 20, 'active': True, 'pos': 'G'}}"
222,Tobias,Harris,"{'date': '1992-07-15', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '226', 'kilograms': '102.5'}",Tennessee,Tennessee/USA,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}}"
448,Austin,Rivers,"{'date': '1992-08-01', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '200', 'kilograms': '90.7'}",Duke,Duke/USA,"{'standard': {'jersey': 25, 'active': True, 'pos': 'G'}}"
338,Kendall,Marshall,"{'date': '1991-08-19', 'country': 'USA'}","{'start': 2012, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '200', 'kilograms': '90.7'}",North Carolina,,"{'standard': {'jersey': 5, 'active': False, 'pos': 'G'}}"
512,Hollis,Thompson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 33, 'active': False, 'pos': None}, 'sacramento': {'jersey': 33, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 33, 'active': True, 'pos': 'F'}}"
445,Willie,Reed,"{'date': '1990-05-16', 'country': 'USA'}","{'start': 2015, 'pro': 1}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '245', 'kilograms': '111.1'}",Saint Louis,St. Louis/USA,"{'standard': {'jersey': 35, 'active': False, 'pos': 'F-C'}, 'utah': {'jersey': 36, 'active': True, 'pos': 'F-C'}, 'vegas': {'jersey': 36, 'active': True, 'pos': 'C'}}"
705,C.J.,Williams,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 9, 'active': False, 'pos': None}}"
296,Sean,Kilpatrick,"{'date': '1990-01-06', 'country': 'USA'}","{'start': 2014, 'pro': 4}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '212', 'kilograms': '96.2'}",Cincinnati,Cincinnati/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}}"
553,Lou,Williams,"{'date': '1986-10-27', 'country': 'USA'}","{'start': 2005, 'pro': 16}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '175', 'kilograms': '79.4'}",South Gwinnett HS (GA),South Gwinnett HS (GA)/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'G'}}"
197,Marcin,Gortat,"{'date': '1984-02-17', 'country': 'Poland'}","{'start': 2007, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,RheinEnergie Cologne/Poland,"{'standard': {'jersey': 13, 'active': False, 'pos': None}}"
218,Montrezl,Harrell,"{'date': '1994-01-26', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '240', 'kilograms': '108.9'}",Louisville,Louisville/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'F-C'}}"
582,Vincent,Hunter,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 32, 'active': False, 'pos': None}, 'vegas': {'jersey': 37, 'active': True, 'pos': 'F'}}"
337,Boban,Marjanovic,"{'date': '1988-08-15', 'country': 'Serbia'}","{'start': 2015, 'pro': 6}","{'feets': '7', 'inches': '3', 'meters': '2.21'}","{'pounds': '290', 'kilograms': '131.5'}",Crvena zvezda,Crvena zvezda/Serbia,"{'standard': {'jersey': 51, 'active': True, 'pos': 'C'}}"
893,Tyrone,Wallace,"{'date': '1994-06-10', 'country': 'USA'}","{'start': 2017, 'pro': 3}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '198', 'kilograms': '89.8'}",California,California/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 6, 'active': True, 'pos': 'G'}}"
575,Ivica,Zubac,"{'date': '1997-03-18', 'country': 'Croatia'}","{'start': 2016, 'pro': 5}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '240', 'kilograms': '108.9'}",Mega Basket,Mega Basket/Croatia,"{'standard': {'jersey': 40, 'active': True, 'pos': 'C'}}"
1532,David,Michineau,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 27, 'active': True, 'pos': 'G'}, 'standard': {'jersey': None, 'active': True, 'pos': 'G'}}"
772,Jawun,Evans,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 8, 'active': True, 'pos': 'G'}, 'utah': {'jersey': 54, 'active': True, 'pos': 'G'}}"
846,Johnathan,Motley,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 12, 'active': False, 'pos': None}, 'vegas': {'jersey': 6, 'active': True, 'pos': 'F'}}"
887,Sindarius,Thornwell,"{'date': '1994-11-15', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '215', 'kilograms': '97.5'}",South Carolina,South Carolina/USA,"{'standard': {'jersey': 15, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 95, 'active': True, 'pos': 'G'}}"
884,Milos,Teodosic,"{'date': '1987-03-19', 'country': 'Serbia'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",, Serbia/Serbia,"{'standard': {'jersey': 4, 'active': False, 'pos': None}}"
1411,Tyler,Harris,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 20, 'active': True, 'pos': 'F'}}"
1517,Jordan,Mathews,"{'date': '1994-06-22', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '203', 'kilograms': '92.1'}",Gonzaga,Gonzaga/USA,"{'vegas': {'jersey': 16, 'active': True, 'pos': 'G'}}"
1687,Thomas,Wimbush,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 33, 'active': True, 'pos': 'F'}}"
1461,Jaylen,Johnson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 19, 'active': True, 'pos': 'F'}}"
972,Shai,Gilgeous-Alexander,"{'date': '1998-07-12', 'country': 'Canada'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '180', 'kilograms': '81.6'}",Kentucky,Kentucky/Canada,"{'standard': {'jersey': 2, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 2, 'active': True, 'pos': 'G'}}"
1019,Jerome,Robinson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 13, 'active': True, 'pos': 'G'}}"
1022,Landry,Shamet,"{'date': '1997-03-13', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '190', 'kilograms': '86.2'}",Wichita State,Wichita State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'G'}}"
958,Angel,Delgado,"{'date': '1994-11-20', 'country': 'Dominican Republic'}","{'start': 2018, 'pro': 1}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '245', 'kilograms': '111.1'}",Seton Hall University,Dominican Republic/Dominican Republic,"{'standard': {'jersey': 31, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 26, 'active': True, 'pos': 'C'}}"
1068,Desi,Rodriguez,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 20, 'active': False, 'pos': None}}"
102,Wilson,Chandler,"{'date': '1987-05-10', 'country': 'USA'}","{'start': 2007, 'pro': 12}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '235', 'kilograms': '106.6'}",DePaul,DePaul/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'F'}}"
181,Danilo,Gallinari,"{'date': '1988-08-08', 'country': 'Italy'}","{'start': 2008, 'pro': 12}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '236', 'kilograms': '107.0'}",Olimpia Milano,Olimpia Milano/Italy,"{'standard': {'jersey': 8, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 8, 'active': True, 'pos': 'F'}}"
343,Luc,Mbah a Moute,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}}"
53,Patrick,Beverley,"{'date': '1988-07-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '180', 'kilograms': '81.6'}",Arkansas,Arkansas/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'G'}}"
507,Garrett,Temple,"{'date': '1986-05-08', 'country': 'USA'}","{'start': 2009, 'pro': 11}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '195', 'kilograms': '88.5'}",Louisiana State,Louisiana State/USA,"{'standard': {'jersey': 41, 'active': True, 'pos': 'G-F'}}"
278,Wesley,Johnson,"{'date': '1987-07-11', 'country': 'USA'}","{'start': 2010, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '215', 'kilograms': '97.5'}",Syracuse,Syracuse/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'F-G'}}"
